issue key,projectCategory,created,priority,summary,description,creator,reporter
ZOOKEEPER-2282,ZooKeeper,2015-09-28T17:19:48.000+0000,Critical,chroot not stripped from path in asynchronous callbacks,"Callbacks passed to [zoo_acreate], [zoo_async], and [zoo_amulti] (for create ops) are called on paths that include the chroot. This is analagous to issue 1027, which fixed this bug for synchronous cal",agrasso,agrasso
ZOOKEEPER-2281,ZooKeeper,2015-09-23T14:43:57.000+0000,Minor,ZK Server startup fails if there are spaces in the JAVA_HOME path,Zookeeper startup fails if there are spaces in the %JAVA_HOME% variable. {code}if not exist %JAVA_HOME%\bin\java.exe (  echo Error: JAVA_HOME is incorrectly set.  goto :eof)set JAVA=%JAVA_HOME%\bin\ja,neha.bathra,neha.bathra
ZOOKEEPER-2280,ZooKeeper,2015-09-22T01:13:24.000+0000,Major,NettyServerCnxnFactory doesn't honor maxClientCnxns param,Even though NettyServerCnxnFactory has maxClientCnxns (default to 60) it doesn't enforce this limit in the code.,eribeiro,eribeiro
ZOOKEEPER-2279,ZooKeeper,2015-09-21T15:10:25.000+0000,Major,QuorumPeer  loadDataBase() error message is incorrect,"in  loadDataBase() method, the below info is incorrect. if (acceptedEpoch < currentEpoch) {                throw new IOException(""The current epoch, "" + ZxidUtils.zxidToString(currentEpoch) + "" is les",haitao-tony,haitao-tony
ZOOKEEPER-2278,ZooKeeper,2015-09-18T12:50:21.000+0000,Major,4lw command stmk throws NullPointerException,run echo stmk 123 | netcat <hostname> <port> fails with NullPointerException,neha.bathra,neha.bathra
ZOOKEEPER-2277,ZooKeeper,2015-09-16T16:29:12.000+0000,Major,Zookeeper off-line snapshot and transaction log viewer,"{color:blue}Currently ZooKeeper provides utility java program to view the snapshot and transaction off-line but these are not easy to use, also the content is less understandable {color}In this improv",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2276,ZooKeeper,2015-09-15T05:54:38.000+0000,Minor,Multi operation failure  does not include path in KeeperException,"With normal create operation, the path of the failed node is displayed in KeeperException but this is not the case when create operation is through multi api",neha.bathra,neha.bathra
ZOOKEEPER-2275,ZooKeeper,2015-09-14T20:21:34.000+0000,Major,Fix RPM package creation on recent distros,"Three issues with RPM package building, The install stage was removing BUILDROOT content:[rpm] + rm -rf /tmp/zkpython_build_rpm/BUILDSince BUILD and BUILDROOT are actually the same folder, everything ",Ormod,Ormod
ZOOKEEPER-2274,ZooKeeper,2015-09-11T17:46:26.000+0000,Major,ZooKeeperServerMain is difficult to subclass for unit testing,"Apache Curator needs a testable version of ZooKeeperServerMain. In the past, Curator has used javassist, reflection, etc. but this is all clumsy. With a few trivial changes, Curator could use ZooKeepe",randgalt,randgalt
ZOOKEEPER-2273,ZooKeeper,2015-09-10T18:45:40.000+0000,Major,Uninvited ZK joins the ensemble,"Scenario:- Install a Zookeeper on machine A- Install a Zookeeper on machine B, joining A to form an ensemble- Reinstall ZooKeeper on A (but with standaloneEnabled=false)-> B automatically joins A to f",benjamin.jaton,benjamin.jaton
ZOOKEEPER-2272,ZooKeeper,2015-09-10T06:36:06.000+0000,Trivial,Code clean up in ZooKeeperServer and KerberosName,"# Following code in {{org.apache.zookeeper.server.ZooKeeperServer}} should be cleaned up. Some how it got missed in code review{code}if ((System.getProperty(""zookeeper.allowSaslFailedClients"") != null",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2271,ZooKeeper,2015-09-09T22:03:48.000+0000,Major,Allow MBeanRegistry to be overridden for better unit tests in 3.4.x,,randgalt,randgalt
ZOOKEEPER-2270,ZooKeeper,2015-09-09T21:45:50.000+0000,Major,Allow MBeanRegistry to be overridden for better unit tests,Apache Curator currently must use byte code re-writing to prevent the MBeanRegistry from polluting the Platform MBeanServer. Provide a simple way to avoid this.,randgalt,randgalt
ZOOKEEPER-2269,ZooKeeper,2015-09-09T12:16:27.000+0000,Major,NullPointerException  in RemotePeerBean,{code}org.apache.zookeeper.server.quorum.RemotePeerBean.getClientAddress(){code} throws NullPointerException when clientPort is not part of dynamic configuration.,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2268,ZooKeeper,2015-09-08T14:08:00.000+0000,Major,Zookeeper doc creation fails on windows,"Zookeeper doc creation fails on windows with following error{code}D:\gitHome\zookeeper-trunk\build.xml:484: Execute failed: java.io.IOException: Cannot run program ""C:\non-install\apache-forrest-0.9\b",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2267,ZooKeeper,2015-09-08T06:28:58.000+0000,Minor,zoo_amulti doesn't correctly return ZINVALIDSTATE errors ,zoo_amulti will always return ZMARSHALLINGERROR whenever the zhandle is in an unrecoverable state. ZINVALIDSTATE should probably be returned in these situations.Preferably the return code from the rel,maflick88,maflick88
ZOOKEEPER-2266,ZooKeeper,2015-09-07T09:23:44.000+0000,Minor,Integrate JaCoCo Coverage Library,"I would like to propose integration of [JaCoCo|http://www.eclemma.org/jacoco/] coverage library with ZooKeeper.h4. Purposes - To find poorly covered methods, and improve JUnit testcases to cover them ",suda,suda
ZOOKEEPER-2265,ZooKeeper,2015-09-03T14:32:07.000+0000,Minor,zookeeper build fails while doing configuration for cppunit test,"running  {color:red}ant tar{color}  gives following error{code}D:\gitHome\zookeeper-trunk\build.xml:1432: Execute failed: java.io.IOException: Cannot run program ""autoreconf"" (in directory ""D:\gitHome",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2264,ZooKeeper,2015-08-31T13:22:07.000+0000,Minor,Wrong error message when secureClientPortAddress is configured but secureClientPort is not configured ,# Wrong error message when secureClientPortAddress is configured but secureClientPort is not configured.zookeeper throws IllegalArgumentException with error message {{clientPortAddress is set but clie,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2263,ZooKeeper,2015-08-28T15:14:58.000+0000,Minor,ZooKeeper server should not start when neither clientPort no secureClientPort is configured,ZooKeeper server should not start when neither clientPort no secureClientPort is configured.Without any client port ZooKeeper server can not server any purpose. It should simply return with proper err,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2262,ZooKeeper,2015-08-28T14:56:05.000+0000,Major,Admin commands do not include secure client information,"Admin commands  do not include secure client informationconnections, configuration, connection_stat_reset and stats admin should include secure client informations1) configuration should include the s",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2261,ZooKeeper,2015-08-28T14:32:27.000+0000,Major,"When only secureClientPort is configured connections, configuration, connection_stat_reset, and stats admin commands throw NullPointerException","When only secureClientPort is configured connections, configuration, connection_stat_reset and stats admin commands throw NullPointerException. Here is stack trace one of the connections command.{code",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2260,ZooKeeper,2015-08-28T00:29:18.000+0000,Major,Paginated getChildren call,"Add pagination support to the getChildren() call, allowing clients to iterate over children N at the time.Motivations for this include:  - Getting out of a situation where so many children were create",mprime,mprime
ZOOKEEPER-2259,ZooKeeper,2015-08-27T14:46:41.000+0000,Major,4 letter word commands are slow because these unnecessarily go through Sasl authentication,"4 letter word commands are slow because these commands unnecessarily go through Sasl authentication. {code}ZooKeeperSaslServer.<init>(Login) line: 48		NettyServerCnxn.<init>(Channel, ZooKeeperServer, ",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2258,ZooKeeper,2015-08-27T08:09:44.000+0000,Major,ZooKeeper bin scripts for the Windows needs to be updated,The idea of this jira is to port all the changes done to the {{zkxx.sh}} unix based scripts to the Windows {{zkxx.cmd}} scripts.,rakeshr,rakeshr
ZOOKEEPER-2257,ZooKeeper,2015-08-21T15:25:55.000+0000,Major,Make zookeeper server principal configurable at zookeeper client side,Currently Zookeeper client expects zookeeper server's principal to be in the form of zookeeper.sasl.client.username/server-ip  for example zookeeper/192.162.1.100. But this may not always be the case ,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2256,ZooKeeper,2015-08-20T12:57:42.000+0000,Minor,Zookeeper is not using specified JMX port in zkEnv.sh,Zookeeper is not using specified JMX port.I put bellow entry in zkEnv.sh{{export JMXPORT=12345}}But zookeeper still uses random port for jmx.,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2255,ZooKeeper,2015-08-20T05:52:43.000+0000,Minor,Use static member classes when permitted,Using static member classes saves time and space because an instances of a nonstatic member class has a reference to its enclosing instance.Also did some style improvements:- JLS recommends modifiers ,YvonneIronberg,YvonneIronberg
ZOOKEEPER-2254,ZooKeeper,2015-08-19T22:32:24.000+0000,Major,CDH 5.4.4 HBASE 1.0.0 with PHX 4.5.0,"Hi,I need support. I have tried to troubleshoot this problem, but anything I do, is not working. I do not have a problem with the NN, ZK or any network limitation, but the phoenix still not able to co",jtorres00,jtorres00
ZOOKEEPER-2253,ZooKeeper,2015-08-19T21:58:45.000+0000,Major,"C asserts ordering of ping requests, while Java client does not",Affects C clients from 3.3 to trunk.The Java client does not enforce ordering on ping requests. It merely updates fields when a ping reply is received and schedules a new ping request when necessary.T,cchen,cchen
ZOOKEEPER-2252,ZooKeeper,2015-08-19T20:09:07.000+0000,Minor,Random test case failure in org.apache.zookeeper.test.StaticHostProviderTest,Test {{org.apache.zookeeper.test.StaticHostProviderTest.testTwoInvalidHostAddresses()}} fails randomly.Refer bellow test ci buils:https://builds.apache.org/job/PreCommit-ZOOKEEPER-Build/2827/testRepor,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2251,ZooKeeper,2015-08-19T02:47:03.000+0000,Critical,Add Client side packet response timeout to avoid infinite wait.,I came across one issue related to Client side packet response timeout In my cluster many packet drops happened for some time.One observation is the zookeeper client got hanged. As per the thread dump,nijel,nijel
ZOOKEEPER-2250,ZooKeeper,2015-08-17T23:50:47.000+0000,Major,Support client connections using a SOCKS proxy,"Connecting to ZooKeeper via a SOCKS proxy is often useful for debugging systems over an SSH dynamic port forward.It is possible to do this today with some hacking by setting ""zookeeper.clientCnxnSocke",electrum,electrum
ZOOKEEPER-2249,ZooKeeper,2015-08-17T16:24:12.000+0000,Major,CRC check failed when preAllocSize smaller than node data,"Unexpected exception, exiting abnormally java.io.IOException: CRC check failed org.apache.zookeeper.server.persistence.FileTxnLog$FileTxnIterator.next(FileTxnLog.java:612) org.apache.zookeeper.server.",benjamin.jaton,benjamin.jaton
ZOOKEEPER-2248,ZooKeeper,2015-08-15T07:54:29.000+0000,Major,log.zxid file is very large size. It's likely to lead to zk disk space is not enough.,"1. about logCount(the count of log entries)  2. it's local variable in SyncRequestProcessor, it will be reset 0, when SyncRequestProcessor thread exit for LOOKING.   SyncRequestProcessor thread will e",Yongcheng,Yongcheng
ZOOKEEPER-2247,ZooKeeper,2015-08-14T13:13:18.000+0000,Critical,Zookeeper service becomes unavailable when leader fails to write transaction log,"Zookeeper service becomes unavailable when leader fails to write transaction log. Bellow are the exceptions{code}2015-08-14 15:41:18,556 [myid:100] - ERROR [SyncThread:100:ZooKeeperCriticalThread@48] ",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2246,ZooKeeper,2015-08-13T02:44:54.000+0000,Major,quorum connection manager takes a long time to shut down,Receive worker can take a long time to shut down because the socket timeout is set to zero: http://s.apache.org/TfIThere was a discussion on the mailing list a while back: http://s.apache.org/cYG,michim,michim
ZOOKEEPER-2245,ZooKeeper,2015-08-11T13:48:18.000+0000,Major,SimpleSysTest test cases fails,"When {{org.apache.zookeeper.test.system.SimpleSysTest}} is run for in-memory Zookeeper Servers, by specifying baseSysTest.fakeMachines=yes, it fails. Its displays following errors1:{code}java.io.IOExc",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2244,ZooKeeper,2015-08-11T11:26:53.000+0000,Critical,On Windows zookeeper fails to restart,This issue occurs in following scenario1) configure server properties in  zookeeper configuration file(zoo.cfg)example:{code}server.1=localhost:43222:43225:participant;0.0.0.0:43228server.2=localhost:,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2243,ZooKeeper,2015-08-11T08:16:17.000+0000,Major,Supported platforms is completely out of date,"http://zookeeper.apache.org/doc/r3.4.6/zookeeperAdmin.html#sc_supportedPlatformsIt refers to Solaris as Sun Solaris so it's at least 5 years out of date.We should ""support"" the platforms that we are r",ikelly,ikelly
ZOOKEEPER-2242,ZooKeeper,2015-08-06T17:41:20.000+0000,Major,ZooKeeper OSGi bundle is missing package import for org.ietf.jgss.,"The ZooKeeper build injects OSGi headers into the manifest, but the {{Import-Package}} header does not include {{org.ietf.jgss}}, which is used by the ZooKeeper code.  For applications using ZooKeeper",cnauroth,cnauroth
ZOOKEEPER-2241,ZooKeeper,2015-08-05T20:18:31.000+0000,Minor,"In Login.java, a tgt with a small expiry time will break the code","In the Login.java code, if a TGT with a small expiration date (e.g. 5 minutes) is passed in, the refresh date is set at a value less than the MIN_TIME_BEFORE_RELOGIN, which is a minute by default. As ",rfarivar,rfarivar
ZOOKEEPER-2240,ZooKeeper,2015-08-05T04:09:17.000+0000,Trivial,Make the three-node minimum more explicit in documentation and on website,"One of the most important parts of a production zookeeper deployment is the three-node minimum requirement for fault tolerance ... but when I glance at the website and the documentation, this requirem",elyograg,elyograg
ZOOKEEPER-2239,ZooKeeper,2015-08-04T16:33:11.000+0000,Major,JMX State from LocalPeerBean incorrect,"The ""State"" property of LocalPeerBean in package org.apache.zookeeper.server.quorum is returning the incorrect value.  It is performing peer.getState() which is calling the getState() method on java.l",kglee79,kglee79
ZOOKEEPER-2238,ZooKeeper,2015-08-04T05:08:07.000+0000,Major,Support limiting the maximum number of connections/clients to a zookeeper server.,Currently zookeeper have the feature of limiting the maximum number of connection/client  per IP or Host (maxClientCnxns).But to safe guard zookeeper server from DoS attack due to many clients from di,nijel,nijel
ZOOKEEPER-2237,ZooKeeper,2015-07-30T08:26:02.000+0000,Major,Port async multi to 3.4 branch,"Async multi is available in 3.5 branch, but this is currently alpha, and doesn't look like it'll be GA in the next 6 months.I've run into a few cases where async multi would be really useful, but we w",ikelly,ikelly
ZOOKEEPER-2236,ZooKeeper,2015-07-23T15:46:35.000+0000,Major,Zookeeper truncates file to 0bytes,"I am facing a rename issue with Zkfuse. I am trying to test file atomic updates. After some iterations the file size becomes 0.This is easily reproducible, just running the below script for ~5mins.Set",bharats,bharats
ZOOKEEPER-2235,ZooKeeper,2015-07-17T16:30:19.000+0000,Blocker,License update,Updating license files and notice.txt as needed. Here is a list of the jars we are currently bundling with the release artifact with the corresponding license:# commons-cli-1.2.jar -- ASF# javacc.jar ,fpj,fpj
ZOOKEEPER-2234,ZooKeeper,2015-07-16T10:30:17.000+0000,Minor,Snapshot serialization race condition can lead to partial transaction and inoperable data node,"This issue can be reproduced by creating a node with a new ACL during data tree serialization after ACL cache serialization. When restoring from this snapshot without the tranlog, the state will inclu",adammilnesmith,adammilnesmith
ZOOKEEPER-2233,ZooKeeper,2015-07-14T06:51:08.000+0000,Trivial,Invalid description in the comment of LearnerHandler.syncFollower(),"LearnerHandler.syncFollower() has a comment like below:When leader election is completed, the leader will set itslastProcessedZxid to be (epoch < 32). There will be no txn associatedwith this zxid.How",mitake,mitake
ZOOKEEPER-2232,ZooKeeper,2015-07-12T02:16:32.000+0000,Minor,zkperl is out of sync with CPAN releases,"First some background here:Around 6 months ago I had some bug fixes I wanted patched in zkperl, which I had been using through [CPAN|https://metacpan.org/pod/Net::ZooKeeper]. I volunteered to take ove",maflick88,maflick88
ZOOKEEPER-2231,ZooKeeper,2015-07-03T07:55:25.000+0000,Major,ServerSocket opened by ZooKeeperServer cannot use SO_REUSEADDR under Linux,I think reporting [this stackoverflow question|http://stackoverflow.com/q/31163513/337621] to the ZooKeeper team is important.org.apache.zookeeper.server.NIOServerCnxnFactory.configure(InetSocketAddre,gabor.liptak,gabor.liptak
ZOOKEEPER-2230,ZooKeeper,2015-07-02T06:13:20.000+0000,Major,Connections fo ZooKeeper server becomes slow over time with native GSSAPI,ZooKeeper server becomes slow over time when native GSSAPI is used. The connection to the server starts taking upto 10 seconds.This is happening with ZooKeeper-3.4.6 and is fairly reproducible.Debug l,deepeshreja,deepeshreja
ZOOKEEPER-2229,ZooKeeper,2015-07-02T00:18:14.000+0000,Major,Several four-letter words are undocumented.,"The {{isro}}, {{gtmk}} and {{stmk}} commands are not covered in the four-letter word documentation.",cnauroth,cnauroth
ZOOKEEPER-2228,ZooKeeper,2015-07-01T23:46:30.000+0000,Major,WorkerReceiver's main loop  (in FastLeaderElection's) should break loop upon restart,It seems like in FastLeaderElection#Messenger#WorkerReceiver the main loop should be left immediately after this path \[0\] is taken:{code}                                       if (!rqv.equals(curQV),rgs,rgs
ZOOKEEPER-2227,ZooKeeper,2015-07-01T19:22:10.000+0000,Major,stmk four-letter word fails execution at server while reading trace mask argument.,"When the server handles the {{stmk}} four-letter word, it attempts to read an 8-byte Java {{long}} from the request as the trace mask argument.  The read fails, because the destination buffer's capaci",cnauroth,cnauroth
ZOOKEEPER-2226,ZooKeeper,2015-07-01T18:22:31.000+0000,Major,Mixing sequential and non-sequential can throw NodeExists for sequential nodes,"I have the following code (in curator):{code}int id = extractId(client.create().creatingParentsIfNeeded().withMode(CreateMode.PERSISTENT_SEQUENTIAL).forPath(prefix,data));{code}and{code}client.create(",dcapwell,dcapwell
ZOOKEEPER-2225,ZooKeeper,2015-06-30T13:56:55.000+0000,Major,modify existing 'configuration' command or add new one to return list of ZooKeeper's ensemble members,"Hi, All We are building high-availability ZooKeeper cluster at AWS and using version 3.5.0 because it support dynamic re-configuration. Everything works but one problem: it is difficult for ZooKeeper ",gstarchenko,gstarchenko
ZOOKEEPER-2224,ZooKeeper,2015-06-30T10:00:04.000+0000,Minor,Four letter command hangs when network is slow,"Four letter command hangs when network is slow or network goes down in between the operation, and the application also, which calling this four letter command,  hangs.",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2223,ZooKeeper,2015-06-30T06:26:12.000+0000,Minor,support method-level JUnit testcase,"Currently, a user can execute class-level single test, but cannot execute method-level ones.This patch adds a support for method-level single test so as to facilitate ease of debugging failing tests (",suda,suda
ZOOKEEPER-2222,ZooKeeper,2015-06-26T16:17:40.000+0000,Minor,Fail fast if `myid` does not exist but server.N properties are defined,"Under these circumstances the server logs a warning, but starts in standalone mode. I think it should exit.",joehalliwell,joehalliwell
ZOOKEEPER-2221,ZooKeeper,2015-06-25T14:07:10.000+0000,Major,Zookeeper JettyAdminServer server should start on configured IP.,"Currently JettyAdminServer starting on ""0.0.0.0"" IP. ""0.0.0.0"" means ""all IP addresses on the local machine"". So, if your webserver machine has two ip addresses, 192.168.1.1(private) and 10.1.2.1(publ",surendrasingh,surendrasingh
ZOOKEEPER-2220,ZooKeeper,2015-06-24T17:57:52.000+0000,Major,Couldn't instantiate org.apache.zookeeper.ClientCnxnSocketNetty,"I am trying to test SSL connectivity between client and server following the instructions in the following page:https://cwiki.apache.org/confluence/display/ZOOKEEPER/ZooKeeper+SSL+User+GuideBut, I get",rsetty,rsetty
ZOOKEEPER-2219,ZooKeeper,2015-06-24T06:39:28.000+0000,Major,ZooKeeper server should better handle SessionMovedException.,ZooKeeper server should better handle SessionMovedException.We hit the SessionMovedException. the following is the reason for the SessionMovedException we find:1. ZK client tried to connect to Leader ,zxu,zxu
ZOOKEEPER-2218,ZooKeeper,2015-06-23T02:32:35.000+0000,Critical,Close IO Streams in finally block,"The problem here is that if an exception is thrown during the read process the method will exit without closing the stream and hence without releasing the file system resources, it may run out of reso",tgttxy,tgttxy
ZOOKEEPER-2217,ZooKeeper,2015-06-19T03:25:49.000+0000,Major,event might lost before re-watch,"I use zk to  monitor the children nodes under a path, eg: /servers. when the client is told that children changes,  I have to re-watch the path again, during the peroid, it's possible that some childr",caspian,caspian
ZOOKEEPER-2216,ZooKeeper,2015-06-16T17:38:18.000+0000,Minor,Get the property hierarchy as a a whole tree ,"I am logging this  as part of a feature request.We use Zookeeper - pretty extensively. Thanks for putting a pretty awesome product! This is a feature request.As of now, there is no way to ask Zookeepe",noga,noga
ZOOKEEPER-2215,ZooKeeper,2015-06-12T12:09:49.000+0000,Major,Four letter command don't have kerberos authentication , echo dump | netcat <IP> <port>,surendrasingh,surendrasingh
ZOOKEEPER-2214,ZooKeeper,2015-06-11T15:46:35.000+0000,Minor,Findbugs warning: LearnerHandler.packetToString Dead store to local variable,,hdeng,hdeng
ZOOKEEPER-2213,ZooKeeper,2015-06-10T15:29:23.000+0000,Blocker,Empty path in Set crashes server and prevents restart,"See https://github.com/samuel/go-zookeeper/issues/62I've reproduced this on 3.4.5 with the code:        c, _, _ := zk.Connect([]string{""127.0.0.1""}, time.Second)        c.Set("""", []byte{}, 0)This cras",brianbrazil,brianbrazil
ZOOKEEPER-2212,ZooKeeper,2015-06-10T06:45:23.000+0000,Critical,distributed race condition related to QV version,"When a joiner is listed as an observer in an initial config,the joiner should become a non-voting follower (not an observer) until reconfig is triggered. [(Link)|http://zookeeper.apache.org/doc/trunk/",suda,suda
ZOOKEEPER-2211,ZooKeeper,2015-06-09T20:45:57.000+0000,Major,PurgeTxnLog does not correctly purge when snapshots and logs are at different locations,"PurgeTxnLog does not work when snapshots and transaction logs are at different file paths. The argument handling is buggy and only works when both snap and datalog dirs are given, and datalog dir cont",wesc,wesc
ZOOKEEPER-2210,ZooKeeper,2015-06-09T04:47:12.000+0000,Major,clock_gettime is not available in os x,"{noformat}src/zookeeper.c:286:9: warning: implicit declaration of function 'clock_gettime' is invalid in C99 [-Wimplicit-function-declaration]  ret = clock_gettime(CLOCK_MONOTONIC, &ts);        ^src/z",michim,michim
ZOOKEEPER-2209,ZooKeeper,2015-06-08T07:19:03.000+0000,Major,A .NET C# version of ZooKeeper client,Inspired by the work of [~ewhauser] .I propose a C# Client that supports the current stable version of ZK 3.4.6.It was built by using static code conversion tools followed by manual editing and C# imp,shayhatsor,shayhatsor
ZOOKEEPER-2208,ZooKeeper,2015-06-05T08:26:32.000+0000,Trivial,Log type of unexpected quorum packet in observer loop,This patch lets the observer loop log the type of packet for debugging.This issue is tightly related to  ZOOKEEPER-2205,suda,suda
ZOOKEEPER-2207,ZooKeeper,2015-06-04T07:52:41.000+0000,Trivial,Enhance error logs with LearnerHandler.packetToString(),This patch enhances error logs related to unexpected types of QuorumPacket with LearnerHandler.packetToString().,mitake,mitake
ZOOKEEPER-2206,ZooKeeper,2015-06-04T07:44:12.000+0000,Trivial,Add missing packet types to LearnerHandler.packetToString(),packetToString() is a method which is suitable for obtaining string representation of QuorumPacket. But it lacks some types of QuorumPacket. This patch adds the missing types and enhance the method fo,mitake,mitake
ZOOKEEPER-2205,ZooKeeper,2015-06-04T05:44:14.000+0000,Trivial,Log type of unexpected quorum packet in learner handler loop,Current learner handler loop doesn't log anything when it receives unexpected type of quorum packet from learner.This patch lets the learner handler loop log the type of packet for defensive purpose. ,mitake,mitake
ZOOKEEPER-2204,ZooKeeper,2015-06-03T16:04:31.000+0000,Minor,LearnerSnapshotThrottlerTest.testHighContentionWithTimeout fails occasionally,"The {{LearnerSnapshotThrottler}} will only allow 2 concurrent snapshots to be taken, and if there are already 2 snapshots in progress it will wait up to 200ms for one to complete. This isn't enough ti",dnadolny,dnadolny
ZOOKEEPER-2203,ZooKeeper,2015-06-03T03:36:16.000+0000,Major,multiple leaders can be elected when configs conflict,"This sequence leads the ensemble to a split-brain state: * Start server 1 (config=1:participant, 2:participant, 3:participant) * Start server 2 (config=1:participant, 2:participant, 3:participant) * 1",suda,suda
ZOOKEEPER-2202,ZooKeeper,2015-06-02T21:44:45.000+0000,Major,Cluster crashes when reconfig adds an unreachable observer,While adding support for reconfig() in Kazoo (https://github.com/python-zk/kazoo/pull/333) I found that the cluster can be crashed if you add an observer whose election port isn't reachable (i.e.: pac,rgs,rgs
ZOOKEEPER-2201,ZooKeeper,2015-06-02T01:30:25.000+0000,Critical,Network issues can cause cluster to hang due to near-deadlock,"{{DataTree.serializeNode}} synchronizes on the {{DataNode}} it is about to serialize then writes it out via {{OutputArchive.writeRecord}}, potentially to a network connection. Under default linux TCP ",dnadolny,dnadolny
ZOOKEEPER-2200,ZooKeeper,2015-06-01T19:02:52.000+0000,Major,Perl ZooKeeper locks up during heavy load,We are using Perl Net::ZooKeeper (0.38) and Net::ZooKeeper::Lock (0.03) libraries.  Deadlock appears to occur at the end during lock cleanup activity.  Here is a stack dump (sensitive names changed):T,kvanhorn,kvanhorn
ZOOKEEPER-2199,ZooKeeper,2015-05-31T23:28:24.000+0000,Major,Don't include unistd.h in windows,Windows doesn't have unistd.h.https://builds.apache.org/view/S-Z/view/ZooKeeper/job/ZooKeeper-trunk-WinVS2008/,michim,michim
ZOOKEEPER-2198,ZooKeeper,2015-05-30T21:22:23.000+0000,Minor,Set default test.junit.threads to 1.,Some systems are seeing test failures under concurrent execution.  This issue proposes to change the default {{test.junit.threads}} to 1 so that those environments continue to get consistent test runs,cnauroth,cnauroth
ZOOKEEPER-2197,ZooKeeper,2015-05-30T20:25:05.000+0000,Minor,non-ascii character in FinalRequestProcessor.java,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java:134: error: unmappable character for encoding ASCII    [javac]         // was not being queued ??? ZOOKEEPER-558) properly. This ha,michim,michim
ZOOKEEPER-2196,ZooKeeper,2015-05-22T21:29:11.000+0000,Major,Web Access link broken,"The link for ""Web Access"" on the [SVN site page|https://zookeeper.apache.org/svn.html] is broken.This link:http://svn.apache.org/viewcvs.cgi/zookeeper/Should be replaced with this:https://svn.apache.o",reden,reden
ZOOKEEPER-2195,ZooKeeper,2015-05-21T07:27:55.000+0000,Trivial,fsync.warningthresholdms in zoo.cfg not working,"Config fsync.warningthresholdms in zoo.cfg does not work.I find QuorumPeerConfig.parseProperties give fsync.warningthresholdms a prefix like ""zookeeper.fsync.warningthresholdms"".  But in class FileTxn",davencool,davencool
ZOOKEEPER-2194,ZooKeeper,2015-05-21T06:35:59.000+0000,Trivial,Let DataNode.getChildren() return an unmodifiable view of its children set,"Current DataNode.getChildren() directly returns a pointer of its private member,  children. However, the member should be modified through addChild() and removeChild(). Callers of getChildren() should",mitake,mitake
ZOOKEEPER-2193,ZooKeeper,2015-05-20T09:38:23.000+0000,Major,reconfig command completes even if parameter is wrong obviously,"Even if reconfig parameter is wrong, it was confirmed to complete.refer to the following.- Ensemble consists of four nodes{noformat}[zk: vm-101:2181(CONNECTED) 0] configserver.1=192.168.100.101:2888:3",Yasuhito Fukuda,Yasuhito Fukuda
ZOOKEEPER-2192,ZooKeeper,2015-05-19T16:57:34.000+0000,Major,"Port ""Introduce new ZNode type: container"" to 3.4.x","ZOOKEEPER-2163 applies to the trunk branch. This feature is too needed to wait for 3.5.x. So, port the feature to the 3.4.x branch so it can be released ahead of 3.5.x.",randgalt,randgalt
ZOOKEEPER-2191,ZooKeeper,2015-05-14T18:32:18.000+0000,Major,Continue supporting prior Ant versions that don't implement the threads attribute for the JUnit task.,"ZOOKEEPER-2183 introduced usage of the threads attribute on the <junit> task call in build.xml to speed up test execution.  This attribute is only available since Ant 1.9.4.  However, we can continue ",cnauroth,cnauroth
ZOOKEEPER-2190,ZooKeeper,2015-05-14T02:59:35.000+0000,Major,"In StandaloneDisabledTest, testReconfig() shouldn't take leaving servers as joining servers",,hdeng,hdeng
ZOOKEEPER-2189,ZooKeeper,2015-05-13T06:20:59.000+0000,Major,QuorumCnxManager: use BufferedOutputStream for initial msg,"This was original JIRA of ZOOKEEPER-2203. For project management reason, all the issues and related discussion are moved to ZOOKEEPER-2203. This JIRA is linked to ZOOKEEPER-2098.==============This seq",suda,suda
ZOOKEEPER-2188,ZooKeeper,2015-05-11T11:07:00.000+0000,Major,client connection hung up because of  dead loop,"There is something wrong with the client code ClientCnxn.java, it will keep trying to connect to server in a dead loop.This is my test step, shut down zookeeper cluster, exectue zkCli.sh script to con",haitao-tony,haitao-tony
ZOOKEEPER-2187,ZooKeeper,2015-05-09T03:53:00.000+0000,Minor,"remove duplicated code between CreateRequest{,2}",To avoid cargo culting and reducing duplicated code we can merge most of CreateRequest & CreateRequest2 given that only the Response object is actually different.This will improve readability of the c,rgs,rgs
